Date,Open,High,Low,Close,Adj Close,Volume
2022-08-02,1772.0999755859375,1786.5999755859375,1759.4000244140625,1771.0999755859375,1771.0999755859375,1078
2022-08-03,1756.699951171875,1770.5,1753.0,1758.0,1758.0,399
2022-08-04,1769.4000244140625,1792.0999755859375,1767.699951171875,1788.5,1788.5,285
2022-08-05,1791.199951171875,1791.4000244140625,1764.199951171875,1772.9000244140625,1772.9000244140625,645
2022-08-08,1771.800048828125,1786.800048828125,1771.800048828125,1786.800048828125,1786.800048828125,127
2022-08-09,1790.0,1796.0999755859375,1789.0,1794.0,1794.0,249
2022-08-10,1804.4000244140625,1804.9000244140625,1787.800048828125,1795.5999755859375,1795.5999755859375,601
2022-08-11,1794.300048828125,1794.300048828125,1785.699951171875,1789.699951171875,1789.699951171875,1235
2022-08-12,1786.300048828125,1800.4000244140625,1784.300048828125,1798.5999755859375,1798.5999755859375,187
2022-08-15,1799.0,1799.0,1774.699951171875,1781.4000244140625,1781.4000244140625,64
2022-08-16,1777.4000244140625,1777.4000244140625,1771.4000244140625,1773.199951171875,1773.199951171875,308
2022-08-17,1769.699951171875,1769.699951171875,1760.0,1760.300048828125,1760.300048828125,23
2022-08-18,1762.9000244140625,1762.9000244140625,1753.4000244140625,1755.300048828125,1755.300048828125,321
2022-08-19,1753.699951171875,1754.300048828125,1747.5,1747.5999755859375,1747.5999755859375,49
2022-08-22,1740.5,1740.5,1726.5,1734.0,1734.0,347
2022-08-23,1738.0,1748.9000244140625,1731.9000244140625,1746.800048828125,1746.800048828125,509
2022-08-24,1745.0,1751.800048828125,1743.5999755859375,1747.800048828125,1747.800048828125,187
2022-08-25,1761.5999755859375,1761.800048828125,1755.0,1757.699951171875,1757.699951171875,172
2022-08-26,1754.0,1755.0,1736.0999755859375,1736.0999755859375,1736.0999755859375,202
2022-08-29,1732.4000244140625,1741.199951171875,1732.0999755859375,1736.5999755859375,1736.5999755859375,950
2022-08-30,1736.4000244140625,1739.0,1720.699951171875,1723.199951171875,1723.199951171875,385
2022-08-31,1718.300048828125,1720.9000244140625,1708.5,1712.800048828125,1712.800048828125,2133
2022-09-01,1707.9000244140625,1707.9000244140625,1693.9000244140625,1696.5999755859375,1696.5999755859375,683
2022-09-02,1703.4000244140625,1715.699951171875,1703.0999755859375,1709.800048828125,1709.800048828125,182
2022-09-06,1709.699951171875,1717.4000244140625,1699.699951171875,1700.4000244140625,1700.4000244140625,697
2022-09-07,1694.800048828125,1715.300048828125,1694.699951171875,1715.300048828125,1715.300048828125,651
2022-09-08,1718.199951171875,1718.199951171875,1705.300048828125,1708.0,1708.0,1193
2022-09-09,1719.199951171875,1720.0,1712.800048828125,1716.199951171875,1716.199951171875,635
2022-09-12,1727.4000244140625,1728.0999755859375,1727.4000244140625,1728.0999755859375,1728.0999755859375,68
2022-09-13,1720.5,1720.5,1697.300048828125,1705.0,1705.0,432
2022-09-14,1698.699951171875,1701.800048828125,1696.5,1696.5,1696.5,532
2022-09-15,1685.5,1686.0,1662.300048828125,1665.4000244140625,1665.4000244140625,1125
2022-09-16,1660.4000244140625,1674.9000244140625,1651.699951171875,1671.699951171875,1671.699951171875,464
2022-09-19,1661.800048828125,1669.4000244140625,1658.5,1666.199951171875,1666.199951171875,580
2022-09-20,1659.699951171875,1659.699951171875,1659.699951171875,1659.699951171875,1659.699951171875,2830
2022-09-21,1665.5,1680.0999755859375,1664.5999755859375,1664.5999755859375,1664.5999755859375,2337
2022-09-22,1668.300048828125,1670.800048828125,1668.300048828125,1670.800048828125,1670.800048828125,973
2022-09-23,1667.0,1667.0,1645.300048828125,1645.300048828125,1645.300048828125,1224
2022-09-26,1623.300048828125,1623.300048828125,1623.300048828125,1623.300048828125,1623.300048828125,1205
2022-09-27,1632.199951171875,1636.5999755859375,1626.699951171875,1626.699951171875,1626.699951171875,888
2022-09-28,1620.4000244140625,1660.4000244140625,1620.4000244140625,1660.4000244140625,1660.4000244140625,18311
2022-09-29,1657.0,1662.5999755859375,1640.0,1658.5,1658.5,6028
2022-09-30,1661.699951171875,1672.699951171875,1658.0,1662.4000244140625,1662.4000244140625,548
2022-10-03,1667.199951171875,1700.0,1661.9000244140625,1692.9000244140625,1692.9000244140625,410
2022-10-04,1701.199951171875,1728.0,1696.0,1721.0999755859375,1721.0999755859375,291
2022-10-05,1724.0999755859375,1726.5999755859375,1703.0,1711.4000244140625,1711.4000244140625,418
2022-10-06,1721.0,1723.300048828125,1709.0999755859375,1711.699951171875,1711.699951171875,133
2022-10-07,1710.0999755859375,1710.0999755859375,1693.699951171875,1700.5,1700.5,179
2022-10-10,1693.4000244140625,1693.4000244140625,1667.0,1667.300048828125,1667.300048828125,195
2022-10-11,1661.800048828125,1678.699951171875,1661.0,1678.699951171875,1678.699951171875,167
2022-10-12,1668.0,1672.699951171875,1668.0,1670.300048828125,1670.300048828125,149
2022-10-13,1675.199951171875,1675.300048828125,1641.5,1670.0,1670.0,729
2022-10-14,1665.300048828125,1667.0,1640.0,1641.699951171875,1641.699951171875,82
2022-10-17,1650.199951171875,1657.0,1646.800048828125,1657.0,1657.0,238
2022-10-18,1651.4000244140625,1655.199951171875,1649.0,1649.0,1649.0,597
2022-10-19,1637.5,1637.5,1627.5,1627.5,1627.5,84
2022-10-20,1622.800048828125,1641.4000244140625,1622.800048828125,1630.800048828125,1630.800048828125,477
2022-10-21,1634.0999755859375,1653.9000244140625,1634.0999755859375,1651.0,1651.0,224
2022-10-24,1662.699951171875,1662.699951171875,1648.699951171875,1648.699951171875,1648.699951171875,29
2022-10-25,1648.199951171875,1652.800048828125,1637.300048828125,1652.800048828125,1652.800048828125,880
2022-10-26,1649.800048828125,1667.0,1649.800048828125,1664.0,1664.0,89
2022-10-27,1660.699951171875,1660.699951171875,1660.699951171875,1660.699951171875,1660.699951171875,2298
2022-10-28,1661.0,1661.0,1638.699951171875,1639.5999755859375,1639.5999755859375,626
2022-10-31,1641.800048828125,1641.800048828125,1633.4000244140625,1635.9000244140625,1635.9000244140625,522
2022-11-01,1630.800048828125,1653.699951171875,1630.800048828125,1645.0,1645.0,985
2022-11-02,1650.800048828125,1664.699951171875,1634.0,1645.699951171875,1645.699951171875,612
2022-11-03,1629.199951171875,1629.199951171875,1615.0999755859375,1627.300048828125,1627.300048828125,1427
2022-11-04,1630.199951171875,1674.5,1629.0,1672.5,1672.5,159
2022-11-07,1676.9000244140625,1677.9000244140625,1672.9000244140625,1676.5,1676.5,42
2022-11-08,1703.199951171875,1712.0999755859375,1703.199951171875,1712.0999755859375,1712.0999755859375,23
2022-11-09,1707.4000244140625,1720.199951171875,1706.0,1710.0999755859375,1710.0999755859375,497
2022-11-10,1708.199951171875,1750.300048828125,1708.199951171875,1750.300048828125,1750.300048828125,325
2022-11-11,1763.800048828125,1766.0,1757.5999755859375,1766.0,1766.0,257
2022-11-14,1762.0,1773.5999755859375,1761.5999755859375,1773.5999755859375,1773.5999755859375,358
2022-11-15,1770.800048828125,1773.800048828125,1769.9000244140625,1773.800048828125,1773.800048828125,57
2022-11-16,1776.5999755859375,1778.9000244140625,1773.0,1773.0,1773.0,303
2022-11-17,1763.0,1763.0,1756.0,1760.800048828125,1760.800048828125,18
2022-11-18,1763.300048828125,1763.300048828125,1747.5999755859375,1751.9000244140625,1751.9000244140625,414
2022-11-21,1739.0,1744.9000244140625,1736.0999755859375,1737.4000244140625,1737.4000244140625,544
2022-11-22,1741.699951171875,1741.699951171875,1738.300048828125,1738.300048828125,1738.300048828125,15
2022-11-23,1736.5,1750.9000244140625,1736.5,1744.9000244140625,1744.9000244140625,39
2022-11-25,1753.0,1757.9000244140625,1749.199951171875,1753.300048828125,1753.300048828125,216
2022-11-28,1741.300048828125,1741.300048828125,1740.0999755859375,1740.0999755859375,1740.0999755859375,132767
2022-11-29,1739.5,1758.199951171875,1737.9000244140625,1748.4000244140625,1748.4000244140625,19416
2022-11-30,1748.0999755859375,1769.4000244140625,1745.0999755859375,1746.0,1746.0,3339
2022-12-01,1768.699951171875,1803.699951171875,1768.699951171875,1801.0999755859375,1801.0999755859375,1053
2022-12-02,1802.0,1802.300048828125,1779.4000244140625,1795.9000244140625,1795.9000244140625,1725
2022-12-05,1795.699951171875,1808.0,1764.300048828125,1767.4000244140625,1767.4000244140625,1713
2022-12-06,1768.5999755859375,1779.4000244140625,1767.9000244140625,1769.300048828125,1769.300048828125,105
2022-12-07,1769.300048828125,1790.300048828125,1769.300048828125,1785.5,1785.5,422
2022-12-08,1782.0,1790.9000244140625,1782.0,1788.699951171875,1788.699951171875,713
2022-12-09,1794.9000244140625,1804.300048828125,1791.0999755859375,1798.0999755859375,1798.0999755859375,125
2022-12-12,1787.300048828125,1793.9000244140625,1777.699951171875,1780.5,1780.5,85
2022-12-13,1780.699951171875,1819.800048828125,1780.5,1813.9000244140625,1813.9000244140625,205
2022-12-14,1810.800048828125,1812.800048828125,1797.9000244140625,1807.5,1807.5,1074
2022-12-15,1801.0,1801.0,1774.800048828125,1777.199951171875,1777.199951171875,421
2022-12-16,1777.9000244140625,1791.4000244140625,1777.9000244140625,1790.0,1790.0,206
2022-12-19,1791.5999755859375,1796.300048828125,1785.5999755859375,1787.699951171875,1787.699951171875,79
2022-12-20,1786.5,1821.4000244140625,1786.5,1815.9000244140625,1815.9000244140625,51
2022-12-21,1817.4000244140625,1821.4000244140625,1814.4000244140625,1815.9000244140625,1815.9000244140625,35
2022-12-22,1818.0999755859375,1818.0999755859375,1785.0,1787.0,1787.0,411
2022-12-23,1794.300048828125,1802.800048828125,1794.0999755859375,1795.9000244140625,1795.9000244140625,49
2022-12-27,1803.4000244140625,1826.300048828125,1803.4000244140625,1814.800048828125,1814.800048828125,69
2022-12-28,1803.199951171875,1807.9000244140625,1803.0999755859375,1807.9000244140625,1807.9000244140625,434
2022-12-29,1805.800048828125,1819.5,1805.800048828125,1819.5,1819.5,277
2022-12-30,1817.0,1822.300048828125,1816.800048828125,1819.699951171875,1819.699951171875,95
2023-01-03,1836.199951171875,1839.699951171875,1836.199951171875,1839.699951171875,1839.699951171875,29
2023-01-04,1845.5999755859375,1859.0999755859375,1845.5999755859375,1852.800048828125,1852.800048828125,25
2023-01-05,1855.199951171875,1855.199951171875,1834.800048828125,1834.800048828125,1834.800048828125,24
2023-01-06,1838.4000244140625,1868.199951171875,1835.300048828125,1864.199951171875,1864.199951171875,26
2023-01-09,1867.0,1880.0,1867.0,1872.699951171875,1872.699951171875,62
2023-01-10,1877.800048828125,1878.0999755859375,1871.5999755859375,1871.5999755859375,1871.5999755859375,101
2023-01-11,1873.0999755859375,1877.800048828125,1873.0999755859375,1874.5999755859375,1874.5999755859375,1236
2023-01-12,1877.199951171875,1897.4000244140625,1877.199951171875,1895.5,1895.5,59
2023-01-13,1899.0,1920.9000244140625,1898.300048828125,1918.4000244140625,1918.4000244140625,512
2023-01-16,1920.0999755859375,1920.0999755859375,1912.4000244140625,1912.4000244140625,1912.4000244140625,512
2023-01-17,1920.0999755859375,1920.0999755859375,1905.199951171875,1907.199951171875,1907.199951171875,706
2023-01-18,1911.0999755859375,1911.0999755859375,1903.0999755859375,1904.4000244140625,1904.4000244140625,1027
2023-01-19,1922.0999755859375,1931.800048828125,1922.0999755859375,1922.0999755859375,1922.0999755859375,371
2023-01-20,1922.0999755859375,1928.5,1921.4000244140625,1926.4000244140625,1926.4000244140625,1346
2023-01-23,1926.5,1927.0999755859375,1915.0,1927.0999755859375,1927.0999755859375,218
2023-01-24,1931.800048828125,1936.800048828125,1931.800048828125,1933.9000244140625,1933.9000244140625,201
2023-01-25,1941.199951171875,1941.199951171875,1939.800048828125,1941.199951171875,1941.199951171875,7
2023-01-26,1936.5999755859375,1937.0999755859375,1927.0999755859375,1929.0999755859375,1929.0999755859375,131
2023-01-27,1928.5999755859375,1928.5999755859375,1928.5999755859375,1928.5999755859375,1928.5999755859375,150902
2023-01-30,1928.300048828125,1933.5999755859375,1920.300048828125,1922.9000244140625,1922.9000244140625,27220
2023-01-31,1923.0,1930.4000244140625,1900.5999755859375,1929.5,1929.5,1910
2023-02-01,1927.199951171875,1955.0,1922.0,1927.800048828125,1927.800048828125,2290
2023-02-02,1952.300048828125,1959.0999755859375,1911.300048828125,1916.300048828125,1916.300048828125,748
2023-02-03,1912.4000244140625,1917.0,1861.5,1862.9000244140625,1862.9000244140625,992
2023-02-06,1865.5999755859375,1880.0,1863.4000244140625,1866.199951171875,1866.199951171875,424
2023-02-07,1870.0,1875.699951171875,1868.0,1871.699951171875,1871.699951171875,297
2023-02-08,1872.0999755859375,1880.4000244140625,1872.0999755859375,1877.4000244140625,1877.4000244140625,230
2023-02-09,1875.300048828125,1884.5999755859375,1859.800048828125,1866.199951171875,1866.199951171875,223
2023-02-10,1861.5999755859375,1863.5,1852.4000244140625,1862.800048828125,1862.800048828125,27
2023-02-13,1859.0,1861.0,1850.0,1851.9000244140625,1851.9000244140625,569
2023-02-14,1854.0999755859375,1862.0,1846.199951171875,1854.0,1854.0,656
2023-02-15,1842.0,1842.0,1828.199951171875,1834.199951171875,1834.199951171875,368
2023-02-16,1838.5999755859375,1843.699951171875,1827.199951171875,1842.0,1842.0,222
2023-02-17,1827.4000244140625,1842.199951171875,1818.4000244140625,1840.4000244140625,1840.4000244140625,35
2023-02-21,1842.5999755859375,1843.0,1833.0,1833.0,1833.0,862
2023-02-22,1835.699951171875,1836.199951171875,1825.0999755859375,1832.0,1832.0,278
2023-02-23,1826.4000244140625,1827.5,1818.0,1818.0,1818.0,291
2023-02-24,1808.800048828125,1808.800048828125,1808.800048828125,1808.800048828125,1808.800048828125,404
2023-02-27,1811.5999755859375,1817.5,1808.9000244140625,1817.0,1817.0,829
2023-02-28,1808.0999755859375,1830.0,1808.0999755859375,1828.9000244140625,1828.9000244140625,618
2023-03-01,1827.0999755859375,1841.699951171875,1827.0999755859375,1837.699951171875,1837.699951171875,211
2023-03-02,1830.0,1836.300048828125,1830.0,1833.5,1833.5,154
2023-03-03,1837.300048828125,1855.4000244140625,1837.300048828125,1847.699951171875,1847.699951171875,61
2023-03-06,1853.300048828125,1853.800048828125,1844.199951171875,1847.9000244140625,1847.9000244140625,5
2023-03-07,1840.9000244140625,1840.9000244140625,1813.9000244140625,1813.9000244140625,1813.9000244140625,450
2023-03-08,1811.5999755859375,1812.9000244140625,1811.5,1812.699951171875,1812.699951171875,75
2023-03-09,1816.4000244140625,1829.300048828125,1815.5999755859375,1829.300048828125,1829.300048828125,332
2023-03-10,1852.300048828125,1868.5,1852.0,1862.0,1862.0,248
2023-03-13,1890.800048828125,1913.0999755859375,1875.0999755859375,1911.699951171875,1911.699951171875,503
2023-03-14,1912.199951171875,1912.199951171875,1901.0999755859375,1906.199951171875,1906.199951171875,107
2023-03-15,1903.9000244140625,1926.5999755859375,1898.5,1926.5999755859375,1926.5999755859375,564
2023-03-16,1909.9000244140625,1931.699951171875,1909.9000244140625,1919.0,1919.0,394
2023-03-17,1946.0,1985.0999755859375,1946.0,1969.800048828125,1969.800048828125,82
2023-03-20,1988.300048828125,2003.9000244140625,1968.9000244140625,1979.199951171875,1979.199951171875,389
2023-03-21,1973.800048828125,1973.800048828125,1938.0,1938.0,1938.0,47
2023-03-22,1946.800048828125,1974.0,1946.800048828125,1946.800048828125,1946.800048828125,50
2023-03-23,1990.5,1994.5999755859375,1990.5,1993.800048828125,1993.800048828125,33
2023-03-24,1991.699951171875,1995.4000244140625,1982.0999755859375,1982.0999755859375,1982.0999755859375,19
2023-03-27,1957.199951171875,1957.199951171875,1952.4000244140625,1952.4000244140625,1952.4000244140625,877
2023-03-28,1972.4000244140625,1972.4000244140625,1972.4000244140625,1972.4000244140625,1972.4000244140625,21
2023-03-29,1966.0999755859375,1966.0999755859375,1966.0999755859375,1966.0999755859375,1966.0999755859375,88563
2023-03-30,1965.9000244140625,1984.4000244140625,1954.9000244140625,1980.300048828125,1980.300048828125,10119
2023-03-31,1981.300048828125,1986.800048828125,1968.0,1969.0,1969.0,957
2023-04-03,1968.0999755859375,1991.699951171875,1950.0,1983.9000244140625,1983.9000244140625,737
2023-04-04,1984.5999755859375,2027.0999755859375,1979.0,2022.199951171875,2022.199951171875,811
2023-04-05,2022.0999755859375,2033.800048828125,2013.5999755859375,2020.9000244140625,2020.9000244140625,525
2023-04-06,2022.199951171875,2023.300048828125,2005.0,2011.9000244140625,2011.9000244140625,0
2023-04-10,2000.0,2006.5999755859375,1984.0,1989.0999755859375,1989.0999755859375,652
2023-04-11,1991.4000244140625,2006.5,1991.4000244140625,2004.800048828125,2004.800048828125,68
2023-04-12,2005.199951171875,2025.699951171875,2005.199951171875,2010.9000244140625,2010.9000244140625,172
2023-04-13,2015.5999755859375,2048.60009765625,2015.5999755859375,2041.300048828125,2041.300048828125,1043
2023-04-14,2041.0,2047.800048828125,1995.0,2002.199951171875,2002.199951171875,718
2023-04-17,2002.699951171875,2007.5999755859375,1983.199951171875,1994.199951171875,1994.199951171875,554
2023-04-18,1996.9000244140625,2007.4000244140625,1996.9000244140625,2007.4000244140625,2007.4000244140625,72
2023-04-19,2005.699951171875,2006.4000244140625,1969.800048828125,1995.199951171875,1995.199951171875,61
2023-04-20,1998.0,2007.5999755859375,1998.0,2007.5999755859375,2007.5999755859375,164
2023-04-21,1996.199951171875,1996.199951171875,1974.0999755859375,1979.5,1979.5,132
2023-04-24,1981.300048828125,1989.800048828125,1977.4000244140625,1989.0999755859375,1989.0999755859375,145
2023-04-25,1995.699951171875,1999.0999755859375,1982.300048828125,1994.0,1994.0,306
2023-04-26,1997.800048828125,1998.800048828125,1985.5999755859375,1985.699951171875,1985.699951171875,615
2023-04-27,1990.5999755859375,2002.300048828125,1979.9000244140625,1989.9000244140625,1989.9000244140625,355
2023-04-28,1986.9000244140625,1990.0999755859375,1977.699951171875,1990.0999755859375,1990.0999755859375,152
2023-05-01,1980.0999755859375,2005.0,1976.9000244140625,1983.4000244140625,1983.4000244140625,210
2023-05-02,1994.699951171875,2018.0,1994.699951171875,2014.300048828125,2014.300048828125,1896
2023-05-03,2017.0999755859375,2035.0999755859375,2015.199951171875,2028.5999755859375,2028.5999755859375,1349
2023-05-04,2045.0,2072.0,2040.0,2048.0,2048.0,930
2023-05-05,2046.4000244140625,2046.4000244140625,2004.300048828125,2017.4000244140625,2017.4000244140625,59
2023-05-08,2022.5,2026.300048828125,2022.5,2026.300048828125,2026.300048828125,3
2023-05-09,2026.5999755859375,2037.300048828125,2025.9000244140625,2036.199951171875,2036.199951171875,241
2023-05-10,2032.300048828125,2044.300048828125,2029.5,2030.5,2030.5,248
2023-05-11,2034.0999755859375,2038.300048828125,2014.0,2014.699951171875,2014.699951171875,90
2023-05-12,2014.5,2014.5,2014.5,2014.5,2014.5,115
2023-05-15,2013.800048828125,2018.0,2013.800048828125,2018.0,2018.0,3
2023-05-16,1988.4000244140625,1988.4000244140625,1988.4000244140625,1988.4000244140625,1988.4000244140625,49
2023-05-17,1983.5999755859375,1983.5999755859375,1980.699951171875,1980.699951171875,1980.699951171875,13
2023-05-18,1956.5,1956.800048828125,1956.5,1956.5,1956.5,23
2023-05-19,1960.0,1978.699951171875,1960.0,1978.699951171875,1978.699951171875,106
2023-05-22,1980.5,1980.5,1974.800048828125,1974.800048828125,1974.800048828125,8
2023-05-23,1972.4000244140625,1972.4000244140625,1972.4000244140625,1972.4000244140625,1972.4000244140625,1
2023-05-24,1975.4000244140625,1975.4000244140625,1962.800048828125,1962.800048828125,1962.800048828125,189
2023-05-25,1943.0999755859375,1943.0999755859375,1943.0999755859375,1943.0999755859375,1943.0999755859375,1
2023-05-26,1948.199951171875,1948.4000244140625,1944.0999755859375,1944.0999755859375,1944.0999755859375,166036
2023-05-30,1942.699951171875,1962.5999755859375,1931.0,1958.0,1958.0,37838
2023-05-31,1958.199951171875,1973.0,1953.0,1963.9000244140625,1963.9000244140625,5959
2023-06-01,1963.199951171875,1983.0,1954.300048828125,1978.0,1978.0,5959
